srs,pearson,spearman,num_features_shotgun,num_features_16s,difference_shotgun,difference_16s,jaccard,bodytype
SRS017044,0.7394591454161954,0.7875526617823123,66,31,38,3,0.4057971014492754,Anterior_nares
SRS020386,0.7320773086988389,0.7744027201091784,66,31,38,3,0.4057971014492754,Anterior_nares
SRS022006,0.6260982065153152,0.6407811067861953,66,31,38,3,0.4057971014492754,Anterior_nares
SRS022129,0.7807036018424018,0.9109504612655377,66,31,38,3,0.4057971014492754,Anterior_nares
SRS024424,0.7994707463436506,0.9170377771895031,66,31,38,3,0.4057971014492754,Anterior_nares
SRS044474,0.7568153168995818,0.8229695116300714,66,31,38,3,0.4057971014492754,Anterior_nares
SRS047225,0.7788568069975731,0.8899935712334519,66,31,38,3,0.4057971014492754,Anterior_nares
SRS013506,0.643262450182184,0.9104026097951534,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS013711,0.8638551031265316,0.9534183142449898,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS013825,0.8719590775701886,0.9261616576437527,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS015921,0.7812603903080684,0.9404784338878143,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS016349,0.8659195377245628,0.9032000193685752,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS016533,0.9020934782183003,0.9455989546403152,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS016600,0.7752532625796327,0.8816614505956034,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS017080,0.7460875680469042,0.908704245469053,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS017127,0.7669963494152574,0.8518585987326108,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS017215,0.8532951118673766,0.9239018406438704,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS017537,0.8651223884100077,0.876502618505576,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS018149,0.8884484796579287,0.9255850946365485,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS018329,0.7941539304125641,0.8822907791851328,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS022625,0.8264472223424042,0.9645227206913612,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS023987,0.9174545350663558,0.9230138617758731,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS024347,0.9250810274031971,0.9388471281810348,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS024470,0.8635599685086285,0.922279535896843,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS063287,0.8741006574585236,0.8862354838310441,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS064809,0.9408970070489333,0.9425073004984263,56,24,32,0,0.42857142857142855,Buccal_mucosa
SRS014629,0.6804088221116921,0.6368082210789183,37,17,20,0,0.4594594594594595,Posterior_fornix
SRS015425,0.8467124436581023,0.8295933841428283,37,17,20,0,0.4594594594594595,Posterior_fornix
SRS016111,0.6044164218163528,0.5910350353152237,37,17,20,0,0.4594594594594595,Posterior_fornix
SRS016559,0.6719449615146204,0.5921865681580842,37,17,20,0,0.4594594594594595,Posterior_fornix
SRS017497,0.88337149939743,0.9149899370328028,37,17,20,0,0.4594594594594595,Posterior_fornix
