srs,pearson,spearman,num_features_shotgun,num_features_16s,difference_shotgun,difference_16s,jaccard,bodytype
SRS017044,0.5585724600268526,0.6622192527728517,366,80,292,6,0.1989247311827957,Anterior_nares
SRS020386,0.4757765955763345,0.5528831428628869,366,80,292,6,0.1989247311827957,Anterior_nares
SRS022006,0.44696329078934494,0.4522709532703186,366,80,292,6,0.1989247311827957,Anterior_nares
SRS022129,0.6047065573543781,0.7288036441527269,366,80,292,6,0.1989247311827957,Anterior_nares
SRS024424,0.5278903348759265,0.7277762097276512,366,80,292,6,0.1989247311827957,Anterior_nares
SRS044474,0.5369084514616435,0.5908629582040459,366,80,292,6,0.1989247311827957,Anterior_nares
SRS047225,0.3953869205800655,0.6211413085525684,366,80,292,6,0.1989247311827957,Anterior_nares
SRS013506,0.5119944362229264,0.7242317097129052,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS013711,0.655819862519921,0.8932290806891642,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS013825,0.6232593479210332,0.8458165424857137,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS015921,0.6787003414002718,0.8476170402230573,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS016349,0.5263914450731048,0.6663275774685378,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS016533,0.6374424137989729,0.7885663031770782,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS016600,0.5653322566381584,0.7579371530451123,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS017080,0.6242741808252983,0.803213070270931,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS017127,0.5479055533533249,0.6315118600961637,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS017215,0.6003954203681519,0.7712904196914856,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS017537,0.5685657291200981,0.790050200413281,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS018149,0.6178798123228351,0.7646110285094682,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS018329,0.6305008615264583,0.7833827046513661,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS022625,0.6818435953256714,0.8766124517774267,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS023987,0.6275889228158685,0.8045543951112387,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS024347,0.5359084899526382,0.8425507111326749,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS024470,0.6418080065444347,0.8607707303407531,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS063287,0.6408443727506405,0.7847577950159768,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS064809,0.6490340118346909,0.7911982207719985,281,73,209,1,0.2553191489361702,Buccal_mucosa
SRS014629,0.6766151833578017,0.5698893444640778,165,21,145,1,0.12048192771084337,Posterior_fornix
SRS015425,0.7810040009365096,0.8071377219914998,165,21,145,1,0.12048192771084337,Posterior_fornix
SRS016111,0.6084700742455685,0.6922429094316027,165,21,145,1,0.12048192771084337,Posterior_fornix
SRS016559,0.6744261564192201,0.49674263633520205,165,21,145,1,0.12048192771084337,Posterior_fornix
SRS017497,0.8310435128701624,0.8586653686577214,165,21,145,1,0.12048192771084337,Posterior_fornix
SRS018769,0.48725096639893667,0.42780723684111516,165,21,145,1,0.12048192771084337,Posterior_fornix
SRS065347,0.8451164035248679,0.8744304613825712,165,21,145,1,0.12048192771084337,Posterior_fornix
SRS013258,0.6153600994331335,0.6497033627086918,185,54,134,3,0.2712765957446808,Retroauricular_crease
SRS016944,0.5112682417165635,0.5405234225736806,185,54,134,3,0.2712765957446808,Retroauricular_crease
SRS017849,0.7383004838930927,0.7894583356164988,185,54,134,3,0.2712765957446808,Retroauricular_crease
SRS017851,0.6501926257125524,0.7513822034297761,185,54,134,3,0.2712765957446808,Retroauricular_crease
SRS019081,0.5130886594561703,0.5102732509674376,185,54,134,3,0.2712765957446808,Retroauricular_crease
SRS020261,0.5537647176250264,0.6923558268525697,185,54,134,3,0.2712765957446808,Retroauricular_crease
SRS020263,0.5244355427032372,0.6710797058267695,185,54,134,3,0.2712765957446808,Retroauricular_crease
SRS024482,0.5425258999544608,0.7788875076235144,185,54,134,3,0.2712765957446808,Retroauricular_crease
SRS024596,0.6824856428003377,0.6301537963082512,185,54,134,3,0.2712765957446808,Retroauricular_crease
SRS024598,0.5397576798809008,0.4154741082219451,185,54,134,3,0.2712765957446808,Retroauricular_crease
SRS024655,0.5769575312882032,0.6190312120852407,185,54,134,3,0.2712765957446808,Retroauricular_crease
SRS058182,0.5294687109480295,0.5924689813338588,185,54,134,3,0.2712765957446808,Retroauricular_crease
SRS011271,0.5042021458966294,0.6968696022725905,149,71,84,6,0.41935483870967744,Stool
SRS011405,0.5399786760858885,0.6429532067815935,149,71,84,6,0.41935483870967744,Stool
SRS011452,0.4446908469755652,0.602940066613777,149,71,84,6,0.41935483870967744,Stool
SRS011529,0.653542597034833,0.7741545117940966,149,71,84,6,0.41935483870967744,Stool
SRS011586,0.5902128963687672,0.7593423213744197,149,71,84,6,0.41935483870967744,Stool
SRS013687,0.676181465828941,0.831679947562951,149,71,84,6,0.41935483870967744,Stool
SRS014235,0.6285868614141656,0.7602593562982835,149,71,84,6,0.41935483870967744,Stool
SRS014287,0.7295878502556227,0.8357970810857895,149,71,84,6,0.41935483870967744,Stool
SRS014613,0.5449381962540227,0.5972164402069087,149,71,84,6,0.41935483870967744,Stool
SRS014923,0.5712713744453581,0.71795460111224,149,71,84,6,0.41935483870967744,Stool
SRS015133,0.5531607415656847,0.7326084281838122,149,71,84,6,0.41935483870967744,Stool
SRS015190,0.5712879354672222,0.6077338754672663,149,71,84,6,0.41935483870967744,Stool
SRS015578,0.6270598568172656,0.7755988218576458,149,71,84,6,0.41935483870967744,Stool
SRS015663,0.5871867316175854,0.7651311639740505,149,71,84,6,0.41935483870967744,Stool
SRS015782,0.3925386482609267,0.6723803546131788,149,71,84,6,0.41935483870967744,Stool
SRS015854,0.592647708329035,0.6942127209646107,149,71,84,6,0.41935483870967744,Stool
SRS015960,0.5265303283929093,0.6905203298173862,149,71,84,6,0.41935483870967744,Stool
SRS016018,0.5660039242336087,0.6440815768744965,149,71,84,6,0.41935483870967744,Stool
SRS016056,0.5716120710123472,0.7077325334275911,149,71,84,6,0.41935483870967744,Stool
SRS016095,0.5465664799360905,0.636652988621583,149,71,84,6,0.41935483870967744,Stool
SRS016203,0.5711153924722288,0.7017627419162917,149,71,84,6,0.41935483870967744,Stool
SRS016267,0.5852906200860981,0.7306574941565998,149,71,84,6,0.41935483870967744,Stool
SRS016335,0.5265308032785234,0.6917627196318102,149,71,84,6,0.41935483870967744,Stool
SRS016585,0.4779787450336868,0.541432785969841,149,71,84,6,0.41935483870967744,Stool
SRS016753,0.48073956976160254,0.5698580747022842,149,71,84,6,0.41935483870967744,Stool
SRS016954,0.6113264501520743,0.7482952405282245,149,71,84,6,0.41935483870967744,Stool
SRS017103,0.6403776033961583,0.7811298597998105,149,71,84,6,0.41935483870967744,Stool
SRS017191,0.6676661868756412,0.7590121258725119,149,71,84,6,0.41935483870967744,Stool
SRS017307,0.5556154861924973,0.6505248479553397,149,71,84,6,0.41935483870967744,Stool
SRS017521,0.8029385568394464,0.88275383787713,149,71,84,6,0.41935483870967744,Stool
SRS017701,0.5993272485393488,0.7180200987092754,149,71,84,6,0.41935483870967744,Stool
SRS017821,0.5778075265283372,0.7360542622623661,149,71,84,6,0.41935483870967744,Stool
SRS018133,0.7148493673905524,0.7753099202985811,149,71,84,6,0.41935483870967744,Stool
SRS018427,0.5706265179514096,0.7451977881969005,149,71,84,6,0.41935483870967744,Stool
SRS018817,0.5259094614566413,0.6635655128703545,149,71,84,6,0.41935483870967744,Stool
SRS019267,0.6556184651527724,0.7267495514251325,149,71,84,6,0.41935483870967744,Stool
SRS019582,0.4364533092076479,0.5891080698616709,149,71,84,6,0.41935483870967744,Stool
SRS019685,0.5317617367029223,0.73545056447301,149,71,84,6,0.41935483870967744,Stool
SRS019787,0.5712594955787056,0.7176979136690964,149,71,84,6,0.41935483870967744,Stool
SRS019910,0.716979460921246,0.8514998100040272,149,71,84,6,0.41935483870967744,Stool
SRS020233,0.531101515451422,0.7311881092018332,149,71,84,6,0.41935483870967744,Stool
SRS020869,0.41182909127609274,0.6811938065441825,149,71,84,6,0.41935483870967744,Stool
SRS021484,0.3602495872287269,0.5285875060495097,149,71,84,6,0.41935483870967744,Stool
SRS022609,0.6478314739945428,0.7635036745096648,149,71,84,6,0.41935483870967744,Stool
SRS023176,0.5485447690064211,0.655786394359277,149,71,84,6,0.41935483870967744,Stool
SRS023914,0.55196483513995,0.7018310811298986,149,71,84,6,0.41935483870967744,Stool
SRS023971,0.5199787474836802,0.6496126592437559,149,71,84,6,0.41935483870967744,Stool
SRS024265,0.5229072986072357,0.6730823777186599,149,71,84,6,0.41935483870967744,Stool
SRS024331,0.5439164477990971,0.7357013110039355,149,71,84,6,0.41935483870967744,Stool
SRS024388,0.594225137010912,0.6567992419050852,149,71,84,6,0.41935483870967744,Stool
SRS024625,0.5629424974854694,0.6894087832782818,149,71,84,6,0.41935483870967744,Stool
SRS043411,0.5520395108884493,0.699364472314304,149,71,84,6,0.41935483870967744,Stool
SRS043701,0.4337365287119967,0.6277228586690367,149,71,84,6,0.41935483870967744,Stool
SRS048870,0.5972509521537944,0.73810704301457,149,71,84,6,0.41935483870967744,Stool
SRS049959,0.6564308599705739,0.7591714784821516,149,71,84,6,0.41935483870967744,Stool
SRS050422,0.6531545527397008,0.7427260032893381,149,71,84,6,0.41935483870967744,Stool
SRS051031,0.6382292838270995,0.7540977920213462,149,71,84,6,0.41935483870967744,Stool
SRS052697,0.7069662439863821,0.8618260666768667,149,71,84,6,0.41935483870967744,Stool
SRS053335,0.504365283870046,0.6350673457709212,149,71,84,6,0.41935483870967744,Stool
SRS054590,0.5667825341636903,0.6272006906779753,149,71,84,6,0.41935483870967744,Stool
SRS058770,0.6302930302100391,0.773395915906349,149,71,84,6,0.41935483870967744,Stool
SRS062427,0.5165308116537041,0.6747286238517167,149,71,84,6,0.41935483870967744,Stool
SRS063985,0.30986092580420505,0.5817619637098095,149,71,84,6,0.41935483870967744,Stool
SRS064276,0.6560275674681308,0.7560663292037763,149,71,84,6,0.41935483870967744,Stool
SRS064557,0.588436982523693,0.7436586772206318,149,71,84,6,0.41935483870967744,Stool
SRS013252,0.6568583540269832,0.8284712095898222,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS013723,0.6730717413037896,0.8973102705804673,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS015470,0.7513768987958929,0.8804048437979434,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS015574,0.6095156881288529,0.902009378689497,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS016331,0.6646348260825677,0.9057495150063987,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS017139,0.7358065100390823,0.8665127405214708,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS017227,0.774051481393795,0.8695478028248746,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS017304,0.7088011725685542,0.8726636166626206,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS018157,0.760006575000588,0.9022025285610176,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS018337,0.5174000236075922,0.788437693658602,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS018394,0.7077199708902815,0.842515028926103,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS019906,0.7623783867592877,0.9145940538104713,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS023938,0.7496329452601906,0.8783500598225582,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS024289,0.6288713400508623,0.8334567988551135,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS024355,0.7062702337429677,0.8982174544174834,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS024649,0.8001145570124572,0.9087845252218932,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS045197,0.6726444582094168,0.9130396503386813,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS047113,0.797584689285732,0.859307995939112,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS047634,0.7506099519889364,0.8788020170212676,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS063603,0.8043738546043817,0.9149194964643546,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS064493,0.7573071465284033,0.8612821161896382,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS065310,0.6499395479198072,0.8836864597934514,173,50,123,0,0.28901734104046245,Supragingival_plaque
SRS013234,0.7495063578828788,0.8632747919876662,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS013502,0.7381923543333987,0.8757386728032225,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS013705,0.7312266188851383,0.8553105275914843,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS014271,0.6252758862015376,0.7180954477906819,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS015395,0.7063868749953838,0.8529391042532202,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS015762,0.7340092057382613,0.8479236237322876,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS016002,0.7179669965146772,0.8660364642981137,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS016225,0.6825769686087647,0.8140128020008184,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS016319,0.7097500410650213,0.8161629846843331,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS016529,0.6943619763404218,0.8424018554555163,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS017209,0.6885268795221543,0.8197832949232061,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS017533,0.7756184595060578,0.8751773831455423,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS017713,0.6851416660444501,0.8592080615766773,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS018145,0.6530339446904001,0.8292732204798848,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS018439,0.6620460312953876,0.8169031673805252,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS018591,0.7030004383356336,0.8487558237623265,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS018739,0.675446936044789,0.8191424937160754,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS018791,0.7088489843508003,0.8652773209751436,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS019894,0.733615073600598,0.8610062587116197,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS021496,0.6911677998874073,0.8302986599951497,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS022621,0.744472762512264,0.8729653696031727,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS023557,0.7629614801038233,0.782203745314878,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS023617,0.8060552496435505,0.8602069583503306,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS023926,0.854714672036558,0.8953698257062871,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS024277,0.6922293763763276,0.8535904466397978,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS024580,0.6855767550495356,0.8661241515158064,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS024637,0.6512892830129449,0.7846737889922994,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS042643,0.7073098106277681,0.8268512524597114,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS047219,0.6866348096181834,0.8518226431268212,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS049389,0.7250781113511146,0.8548896616117078,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS057692,0.6510652690406427,0.7883207209375644,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS062540,0.6768246104337831,0.8074341579276072,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS062544,0.6973605026261606,0.8250622266129324,200,46,155,1,0.22388059701492538,Tongue_dorsum
SRS065278,0.6777562008670288,0.8481440725456344,200,46,155,1,0.22388059701492538,Tongue_dorsum
