srs,pearson,spearman,num_features_shotgun,num_features_16s,difference_shotgun,difference_16s,jaccard,bodytype
SRS017044,0.9649335352159165,0.9549937104572925,11,8,4,1,0.5833333333333334,Anterior_nares
SRS020386,0.9454773115574826,0.9642857142857145,11,8,4,1,0.5833333333333334,Anterior_nares
SRS022006,0.8921750156537355,0.9349469900084572,11,8,4,1,0.5833333333333334,Anterior_nares
SRS022129,0.9855824591945398,0.9636363636363636,11,8,4,1,0.5833333333333334,Anterior_nares
SRS024424,0.9272068697488316,0.9636241116594316,11,8,4,1,0.5833333333333334,Anterior_nares
SRS044474,0.9780353293946294,0.9636241116594316,11,8,4,1,0.5833333333333334,Anterior_nares
SRS047225,0.973639863867296,0.9549937104572925,11,8,4,1,0.5833333333333334,Anterior_nares
SRS013506,0.9594866251433681,1.0,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS013711,0.9379315530579644,0.9285714285714288,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS013825,0.3157829130389477,0.3571428571428572,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS015921,0.9616868815327025,0.9549937104572925,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS016349,0.9123115438889828,0.9189562119494703,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS016533,0.6186962922098407,0.7142857142857144,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS016600,0.5963399185469775,0.3783937343321348,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS017080,0.3577046242601278,0.5714285714285715,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS017127,0.8175858480906429,0.8648999641877367,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS017215,0.987879092915993,0.9642857142857145,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS017537,0.5926600071518684,0.7857142857142859,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS018149,0.8703711468629366,0.9549937104572925,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS018329,0.381517073951428,0.42857142857142866,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS022625,0.7312575356410647,0.7748062179181807,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS023987,0.9849810582602472,0.8829187134416479,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS024347,0.7643772038304403,0.8571428571428573,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS024470,0.9424213561124628,0.9642857142857145,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS063287,0.975135320765789,0.8468812149338255,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS064809,0.9132895306930232,0.9549937104572925,11,7,4,0,0.6363636363636364,Buccal_mucosa
SRS014629,0.726824438588576,0.49280538030458115,8,6,2,0,0.75,Posterior_fornix
SRS015425,0.5576247626377435,0.4285714285714286,8,6,2,0,0.75,Posterior_fornix
SRS016111,0.7698135995458237,0.8986451052612952,8,6,2,0,0.75,Posterior_fornix
SRS016559,0.7184300030189769,0.50709255283711,8,6,2,0,0.75,Posterior_fornix
SRS017497,0.899093013237069,0.7142857142857143,8,6,2,0,0.75,Posterior_fornix
SRS018769,0.7155087776110103,0.3768511731740915,8,6,2,0,0.75,Posterior_fornix
SRS065347,0.934242279425484,0.9856107606091623,8,6,2,0,0.75,Posterior_fornix
SRS013258,0.9903473969005067,0.8999999999999998,11,5,6,0,0.45454545454545453,Retroauricular_crease
SRS016944,0.9967081402862377,0.9999999999999999,11,5,6,0,0.45454545454545453,Retroauricular_crease
SRS017849,0.9893438285216729,0.9999999999999999,11,5,6,0,0.45454545454545453,Retroauricular_crease
SRS017851,0.981602190582849,0.9999999999999999,11,5,6,0,0.45454545454545453,Retroauricular_crease
SRS019081,0.8883402787969871,0.7999999999999999,11,5,6,0,0.45454545454545453,Retroauricular_crease
